year,month,height,weight,prize_money,dominant_hand,backhand,forehand
1983,3,,,177156.0,right,,
1976,10,1.75,,943370.0,right,double,
1974,6,1.69,,2402865.0,right,double,
1989,7,,,67543.0,right,,
1995,3,,,93036.0,right,double,
1990,3,,,56457.0,,,
1967,9,,,267432.0,,,
1984,6,1.8,,7529804.0,right,double,
1998,6,,,10023.0,right,double,
1996,10,1.88,,272045.0,right,double,
1971,7,1.905,83916.0,3471164.0,right,single,
1981,7,1.85,,7.743,left,double,
1990,11,1.8034,74844.0,125755.0,right,double,
1987,4,,,2726469.0,right,double,
1981,2,1.96,85000.0,778283.0,right,,
1981,2,1.76,,457077.0,right,,
1980,8,1.76,,433548.0,right,double,
1991,2,,,23927.0,,,
1991,2,,,66645.0,right,double,
1996,1,,,17250.0,right,double,
1971,2,,73936.8,12704.0,right,,
1967,1,,79833.6,28921.0,right,,
1989,6,1.78,,107443.0,right,double,
1993,5,1.79,,105844.0,right,double,
1970,4,1.85,,3305212.0,right,single,
1975,8,,,99336.0,left,,
1997,5,1.96,,37860.0,right,double,
1966,12,,,1691848.0,left,single,
1992,1,,,310660.0,right,single,
1968,2,1.77,,4427811.0,right,double,
1990,10,,,3742.0,right,double,
1995,10,,,6613.0,right,single,
1966,11,1.8,75000.0,992136.0,right,double,
1959,5,1.8796,,246102.0,left,,
1978,3,,,184842.0,right,,
1977,2,,80740.8,145439.0,right,,
1981,3,1.75,,289530.0,right,,
1978,7,1.87,,232453.0,right,,
1977,6,1.82,,395248.0,right,single,
1981,8,1.85,,2931406.0,right,double,
1978,5,1.83,,151777.0,right,double,
1965,9,1.85,,1352977.0,right,single,
1979,9,1.73,,1142109.0,right,single,
1988,10,1.73,,60286.0,left,double,
1977,4,1.72,70000.0,970175.0,right,double,double
1979,2,1.8542,,770476.0,right,double,
1968,11,1.8034,,3730289.0,left,double,
1983,4,1.75,,4481044.0,right,double,
1985,2,1.77,59000.0,1.8227601E7,right,double,
1981,7,1.68,,1577765.0,left,double,
1983,3,1.7,,134550.0,right,double,
1992,2,,,24394.0,,,
1995,4,,,62098.0,right,double,
1976,3,1.524,,1.0206639E7,right,double,
1986,9,,,96256.0,right,double,
1981,2,1.7018,,644372.0,right,double,
1975,2,1.9,,1017972.0,right,single,
1967,9,,73483.2,165790.0,right,,
1978,2,1.74,,234168.0,right,double,
1962,6,1.8,72000.0,1339965.0,,single,
1960,12,1.8288,,3207272.0,right,single,
1965,7,1.73,,289416.0,right,single,
1985,4,1.8288,,9229493.0,right,double,
1954,8,1.8034,,598092.0,right,single,
1959,2,1.8034,,1.2547797E7,left,single,
1989,6,1.83,,633455.0,right,double,
1944,5,1.83,,1062408.0,right,single,
1981,4,1.85,,183420.0,right,,
1988,7,1.88,,1139334.0,right,double,
1976,7,1.8288,81648.0,5229.0,right,,
1964,2,,83916.0,156098.0,right,,
1956,9,1.8796,,895455.0,right,single,
1966,12,1.8796,,59854.0,right,,
1976,4,1.85,,1188163.0,right,double,
1963,9,,68040.0,122618.0,right,,
1972,3,1.84,83000.0,1.4600323E7,right,double,
1966,10,1.88,,2439702.0,right,double,
1965,6,,79380.0,474516.0,right,,
1987,1,1.74,,133437.0,left,double,
1977,4,1.8,81000.0,2283122.0,right,single,
1990,5,1.81,79000.0,259210.0,left,double,
1981,3,1.88,76204.8,1106396.0,right,single,
1995,4,,,7890.0,right,double,
1955,1,1.88,,7784.0,right,,
1971,4,1.88,,3220867.0,right,double,
1971,6,1.8,75000.0,242379.0,right,,
1979,10,1.8,80000.0,1071061.0,right,double,
1994,4,1.83,,204995.0,right,double,
1964,8,1.75,,1847136.0,right,single,
1972,12,1.87,,1198126.0,right,double,
1971,10,,,61274.0,right,,
1990,1,,,22543.0,left,double,
1990,4,,,130452.0,,,
1985,1,1.78,,287798.0,right,double,
1965,3,1.8,75751.2,66260.0,right,,
1963,5,1.8,,739424.0,right,,
1995,7,,,22560.0,right,double,
1982,1,1.63,,287311.0,right,double,
1987,4,1.83,,179591.0,right,,
1963,3,1.85,,241359.0,right,,
1975,1,1.75,,447569.0,right,single,
1985,10,,,428326.0,right,double,
1973,5,1.83,,1421375.0,right,,
1994,1,1.93,90000.0,18944.0,right,,
1986,4,1.93,,723143.0,right,single,
1982,10,1.9,,3642422.0,right,single,
1970,3,,,195135.0,right,,
1984,10,,,115638.0,right,,
1990,2,,,4743.0,,,
1968,3,1.9,,471853.0,left,,
1990,3,1.83,,71985.0,right,double,
1953,2,1.78,,1406355.0,right,single,
1958,8,1.85,,1987036.0,right,single,
1956,12,1.72,,227600.0,right,double,
1981,3,,,132204.0,right,,
1993,9,1.8,,286762.0,,,
1992,10,1.83,,106540.0,right,double,
1967,11,1.72,,735607.0,right,,
1993,10,1.78,,38267.0,right,double,
1989,3,1.85,73000.0,2520231.0,right,double,
1988,5,1.93,,1126373.0,right,double,
1983,7,,,165656.0,right,double,
1962,3,1.82,,825000.0,right,double,
1973,1,1.85,,845477.0,right,double,
1975,3,1.75,,1210117.0,right,double,
1961,1,1.77,,216639.0,right,double,
1967,1,1.83,,168464.0,right,,
1980,2,1.83,,1.3992895E7,right,double,
1990,5,,,26.563,right,,
1991,8,,,55234.0,right,double,
1974,7,,73936.8,261327.0,left,,
1979,8,1.9,75000.0,5601394.0,right,double,
1993,8,,,83776.0,right,double,
1991,4,,,51587.0,,,
1983,6,1.8,,61837.0,ambidextrous,,
1988,9,1.98,,1.5345947E7,right,double,
1984,3,1.85,,7524038.0,right,double,
1982,4,1.77,,612368.0,right,double,
1981,1,1.77,76000.0,407603.0,left,double,
1986,4,1.85,,1248934.0,right,double,
1992,3,1.78,,40111.0,right,double,
1990,4,,,14624.0,right,,double
1966,3,1.72,,1730734.0,right,single,
1986,7,1.87,,81252.0,left,double,
1984,7,,,35138.0,right,double,
1991,9,1.8,,160771.0,right,double,
1989,3,1.7,,360308.0,right,double,
1985,2,1.83,,45025.0,right,double,
1990,1,1.71,,704264.0,,,
1996,7,1.7,,15614.0,,,
1988,11,1.8,,4288235.0,right,double,
1975,1,,,48734.0,,,
1991,8,,,65067.0,right,double,
1988,12,1.64,,37509.0,right,double,
1982,8,1.66,,849364.0,right,double,
1985,8,,,5578.0,,,
1983,7,1.83,69000.0,869480.0,right,double,
1974,4,1.88,,2890933.0,left,double,double
1993,2,,,8545.0,right,double,
1986,4,1.88,87000.0,836699.0,right,single,
1982,12,1.72,,814412.0,right,double,
1979,1,1.68,,493168.0,left,double,
1970,9,1.73,,3081132.0,right,double,
1975,11,1.73,,421976.0,left,,
1981,12,1.85,,7674742.0,right,double,
1974,4,1.9,,1430283.0,right,single,
1980,3,1.88,,225543.0,right,,
1977,9,,78019.2,188412.0,right,,
1986,1,,,145315.0,right,double,
1981,9,1.88,,135169.0,right,single,
1994,6,1.87,,1342.0,right,double,
1977,8,1.85,,852531.0,right,single,
1947,10,,,289416.0,right,single,
1986,6,1.9,,172182.0,right,,
1982,7,1.7,,456689.0,right,double,
1978,5,1.9,,166067.0,left,,
1977,1,1.9557999999999998,88452.0,2575522.0,right,single,
1996,2,,,1840.0,,,
1982,6,1.67,,2.0863335E7,right,single,
1988,1,,,105729.0,right,double,
1991,9,1.85,,110513.0,,,
1974,10,1.88,,1169329.0,right,,
1987,2,1.88,,5778306.0,right,double,
1973,9,1.88,,2215784.0,left,double,
1980,7,1.85,,472122.0,right,double,
1962,7,1.8,,315454.0,left,single,
1968,4,,73029.6,146884.0,right,,
1963,3,1.83,,152785.0,right,,
1955,10,1.8,,151995.0,right,,
1979,7,1.72,,397704.0,right,double,
1981,5,1.83,,9734948.0,left,double,
1988,3,1.9,,694715.0,right,double,
1994,6,,,8.295,left,double,
1983,8,,,1965.0,right,double,
1988,5,,,5357.0,,,
1990,4,,,46723.0,right,double,
1970,8,1.87,,4929815.0,right,single,
1976,9,,,173770.0,right,,
1992,9,1.91,,3150282.0,right,double,
1980,11,1.6002,54432.0,109276.0,right,double,
1980,8,,,127480.0,right,,
1976,7,1.72,,689680.0,right,single,
1996,1,,,12078.0,right,double,
1991,8,1.524,,67130.0,,,
1990,5,,,50110.0,right,double,
1991,7,1.64,,31562.0,right,double,
1990,4,,,92027.0,,,
1946,6,1.8,72576.0,187169.0,right,single,
1970,6,1.95,81648.0,1215951.0,right,single,
1967,10,1.7,,2235560.0,right,single,
1974,1,1.8288,73936.8,137633.0,right,,
1997,5,,,562.0,right,double,
1964,11,1.87,,5895293.0,right,single,
1986,9,1.63,51000.0,455220.0,right,double,
1980,4,,,260610.0,right,,
1979,12,1.8542,83008.8,7981786.0,right,single,
1981,10,1.85,,574887.0,left,,
1986,8,1.98,,48141.0,right,double,
1992,1,1.83,82000.0,877423.0,right,double,
1975,2,,,104001.0,right,,
1988,1,,,96324.0,right,double,
1985,6,1.81,,4429372.0,right,double,
1992,1,1.78,,13928.0,right,double,
1996,1,1.83,,38359.0,right,double,
1986,6,1.96,,227790.0,right,double,
1995,6,,,36674.0,right,double,
1996,1,,,11584.0,right,double,
1996,2,,,17005.0,right,double,
1987,1,,,48381.0,right,double,
1997,7,,,7016.0,right,double,
1989,1,,,21285.0,right,double,
1965,3,1.9,,3729540.0,right,single,
1992,7,,,53281.0,right,double,
1988,1,1.6,,67581.0,left,double,
1974,2,,,196033.0,,,
1996,5,1.98,,157035.0,right,double,
1982,5,,,64545.0,right,,
1991,4,,,33799.0,right,double,
1973,5,1.85,,2087596.0,right,single,
1994,4,,,33191.0,right,double,
1979,11,,,95738.0,right,,
1987,6,1.8,,1955447.0,right,double,
1968,9,1.75,,674599.0,right,,double
1971,5,,,23174.0,,,
1973,8,1.7,,1878228.0,right,double,
1980,1,,,27363.0,,,
1982,4,,,2107202.0,right,double,
1974,3,1.87,,5061125.0,right,double,
1988,2,1.83,,33614.0,right,double,
1986,6,,,119311.0,right,double,
1987,6,1.78,,59035.0,right,double,
1984,10,1.74,,1298606.0,right,double,
1992,3,1.86,,3116561.0,right,double,
1994,2,,,17324.0,right,double,
1967,7,1.8,73000.0,1497244.0,left,single,
1979,11,1.78,,609232.0,right,double,
1988,4,1.8,,8798.0,,,
1981,3,1.8,,7346995.0,right,double,
1992,11,,,60834.0,right,,
1991,2,1.73,,463100.0,right,double,
1979,11,,,47801.0,,,
1982,10,,,10568.0,,,
1985,6,,,89571.0,,,
1963,1,,,161693.0,,,
1969,5,1.68,,2187183.0,right,double,
1997,7,,,68836.0,right,double,
1986,8,1.75,,2540011.0,right,double,
1994,2,,,237240.0,right,double,
1986,11,1.78,,147620.0,left,double,
1988,12,1.61,,95134.0,right,double,
1974,2,,,217439.0,,,
1996,5,1.74,,597416.0,,,
1989,12,,,128868.0,,,
1998,2,,,7199.0,,,
1994,2,,,29965.0,right,double,
1994,2,,,8056.0,,,
1993,3,1.77,,16298.0,right,double,double
1994,5,1.77,,40654.0,right,single,
1965,10,,,220905.0,right,double,
1984,2,1.75,,529400.0,right,double,
1959,12,1.73,58900.0,1592111.0,right,single,
1967,3,1.68,,1353737.0,right,double,
1996,8,,,23106.0,,,
1986,5,1.67,63000.0,525141.0,right,double,
1999,3,,,1936.0,,,
1968,8,,,1292658.0,right,double,
1995,2,,,58024.0,,,
1989,12,1.78,,1.1596327E7,right,double,
1985,4,,,28860.0,right,double,
1961,9,1.75,70000.0,914750.0,right,single,
1964,3,1.85,,1168278.0,right,,
1979,2,,,238274.0,right,double,
1963,5,1.8542,,2067151.0,right,double,
1934,11,1.7,,1602700.0,right,single,
1983,4,1.85,,472084.0,left,double,
1973,4,1.91,,2990980.0,left,single,
1998,4,,,2180.0,left,double,
1966,1,1.88,,1587294.0,right,single,
1987,5,2.03,102000.0,1242851.0,left,single,
1968,1,1.8,,998956.0,right,double,
1966,11,1.9557999999999998,,771749.0,right,,
1987,12,,,90650.0,left,single,
1977,10,,,65350.0,right,,
1988,1,1.69,,82105.0,,,
1989,12,1.524,,18754.0,,,
1994,1,,,722.0,right,double,
1986,5,2.03,89000.0,6776741.0,right,double,
1958,3,1.85,,3055510.0,right,single,
1978,7,1.778,,1545790.0,right,single,
1991,2,1.9,,72735.0,left,,
1992,1,1.9,,103525.0,right,double,
1961,10,1.88,,44047.0,right,,
1972,5,1.78,77000.0,4138771.0,right,single,
1991,12,1.82,,1272406.0,right,double,
1983,6,1.74,,2.444234E7,right,double,
1991,3,1.75,,62182.0,right,double,
1971,5,1.69,,160324.0,right,double,
1981,6,,,88458.0,right,double,
1957,9,,,47305.0,right,,
1979,3,,,55040.0,left,double,
1990,4,,,33416.0,right,double,
1986,3,1.72,,119299.0,right,double,
1975,7,,70308.0,111567.0,right,,
1952,4,1.83,,994045.0,right,single,
1998,4,1.7,,69035.0,,,
1989,5,1.524,,77322.0,right,double,
1971,10,1.524,,1926618.0,right,double,
1970,9,1.63,,3909785.0,right,double,
1994,2,1.88,,202904.0,right,double,
1989,7,1.7,,72489.0,right,double,
1977,12,1.76,,388234.0,right,double,
1981,2,,,98959.0,right,,
1986,1,1.65,,2978968.0,right,double,
1990,1,1.83,,68755.0,right,double,
1995,1,,,38547.0,,,
1984,9,1.73,,828261.0,right,double,
1982,2,1.66,,4045259.0,right,double,
1984,12,1.83,,73294.0,right,double,
1985,2,1.9,,609955.0,right,double,
1977,11,1.88,,403020.0,right,single,
1962,12,1.8796,73936.8,3257.0,right,,
1987,4,1.7,,51808.0,,,
1978,7,1.88,,103596.0,right,,
1989,11,,,27028.0,left,double,
1974,2,,68040.0,316648.0,right,,
1978,10,,79380.0,69855.0,right,,
1981,2,1.87,,1127884.0,right,double,
1992,6,,,55810.0,,,
1973,12,1.78,,1364008.0,right,double,
1988,7,,,101643.0,right,double,
1990,9,1.7,,61656.0,,,
1981,9,1.83,,1082117.0,right,single,
1977,3,,,1248528.0,right,,
1993,5,1.84,,3444425.0,right,double,
1980,3,,,69865.0,,,
1970,3,,,700961.0,,,
1982,6,1.93,,1922537.0,right,double,
1990,5,1.63,,400463.0,right,double,double
1997,8,,,13810.0,,,
1992,3,1.84,,894462.0,left,,
1995,2,,,17020.0,,,
1990,6,1.65,,137130.0,right,double,
1990,8,1.72,,72479.0,right,double,
1991,5,1.7,,1016779.0,left,,
1989,12,1.74,,175732.0,right,double,
1982,10,1.62,,191314.0,right,double,double
1991,12,1.55,,1364694.0,right,double,
1975,7,1.65,,4000738.0,right,double,
1995,1,1.88,,473930.0,right,double,
1976,1,1.91,,60291.0,right,,
1995,10,,,7239.0,right,double,
1974,2,1.66,57000.0,421691.0,,,
1988,3,,,27458.0,,,
1980,5,1.905,88000.0,134558.0,left,double,
1974,4,1.8,72000.0,1.0411354E7,right,single,
1973,6,1.9,,1335933.0,right,single,
1970,11,1.75,,832157.0,right,double,
1962,1,1.8542,74844.0,43306.0,right,,
1997,6,,,1708.0,right,double,
1990,9,,,10568.0,left,,
1977,3,,,316557.0,right,,
1979,2,,,88227.0,,,
1985,2,1.88,,36677.0,right,,
1989,5,,,58582.0,right,double,
1986,4,1.85,,43913.0,right,,double
1971,8,1.7,,542438.0,left,,
1980,9,1.8,,2454558.0,right,single,
1970,11,1.8,,913682.0,right,,
1973,3,1.78,,247814.0,right,,
1993,10,,,36178.0,right,double,
1997,8,1.7,,3118.0,right,double,
1963,8,1.83,,1493136.0,right,single,
1988,10,1.83,,29579.0,right,double,
1984,2,1.9,85000.0,176066.0,right,,
1994,12,1.84,,13474.0,right,double,
1995,1,1.905,,45798.0,right,single,
1977,3,,86184.0,120817.0,right,,
1966,6,,,1314855.0,ambidextrous,single,
1994,2,1.87,,326865.0,right,double,
1976,10,,,84208.0,,,
1967,6,,,7065.0,right,,
1993,7,1.67,,420547.0,right,double,double
1983,4,1.85,,3120507.0,right,double,
1987,11,1.85,,2226425.0,right,double,
1985,7,1.96,,3549675.0,right,double,
1990,8,,,8326.0,,,
1995,8,,,4488.0,right,double,
1991,3,,,6102.0,right,double,
1992,7,,,350544.0,right,double,
1970,4,1.8,,67898.0,right,,
1997,2,,,3158.0,right,double,
1983,5,1.71,,488572.0,,,
1978,11,,79833.6,135227.0,right,,
1984,12,1.83,,381042.0,right,double,
1992,3,1.66,,1193548.0,right,double,
1991,12,1.73,,42027.0,left,single,
1966,7,1.69,,4083936.0,right,single,
1964,11,1.8796,,69740.0,right,,
1957,7,,,290073.0,right,single,
1966,8,1.93,,464310.0,right,,
1975,12,1.83,74000.0,1887164.0,right,double,
1970,6,1.88,,891598.0,right,,
1971,5,1.88,,265437.0,right,,
1975,5,1.96,,271500.0,right,,
1995,6,,,93143.0,right,double,
1964,1,,,1002294.0,right,double,
1967,11,,,491547.0,right,,
1981,5,1.75,,1327584.0,right,double,
1995,2,,,5652.0,,,
1976,3,1.73,,389178.0,,,
1994,8,1.64,,74060.0,,,
1984,10,1.73,,764588.0,right,,
1994,1,1.524,,1174990.0,left,double,
1988,3,1.68,,538318.0,right,double,
1987,5,,,246762.0,right,double,
1995,6,,,1987.0,,,
1989,10,,,227516.0,right,,
1993,10,1.5748000000000002,,1377721.0,right,double,
1991,1,,,77600.0,,,
1993,7,1.7,,18456.0,right,double,
1972,11,1.8,,773130.0,right,single,
1984,3,1.93,83000.0,6435.0,right,single,
1994,10,,,80948.0,right,double,
1968,7,1.8288,72576.0,77467.0,left,,
1984,7,1.78,,419108.0,right,double,
1991,8,1.83,,189984.0,right,double,
1987,11,,,72033.0,right,double,
1964,10,1.8542,,514450.0,right,single,
1973,6,1.78,78000.0,8124447.0,right,single,
1981,1,1.73,,136920.0,left,single,
1982,6,,,201900.0,right,single,
1998,5,,,33937.0,right,double,
1988,5,1.81,70000.0,141640.0,right,double,double
1993,9,,,29440.0,right,double,
1976,1,1.8,,2257901.0,right,single,
1985,3,1.7,,91916.0,left,double,
1994,10,,,43666.0,right,double,double
1994,7,,,27810.0,left,double,
1995,7,,,47741.0,right,double,
1987,9,,,131596.0,right,double,
1959,8,1.8288,,467156.0,right,,
1988,11,,,85686.0,right,double,
1998,8,,,2161.0,,,
1977,1,1.75,62000.0,140669.0,right,double,
1984,7,1.69,,50582.0,,,
1990,8,1.74,,110417.0,right,double,
1995,7,,,19428.0,right,double,
1976,4,1.7,,533966.0,,,
1982,2,,,148625.0,,,
1988,4,1.64,,181632.0,right,double,
1956,10,1.78,,140695.0,right,,
1978,5,1.88,,320082.0,left,,
1985,1,1.88,,69794.0,right,,
1967,7,1.88,,903200.0,left,,
1987,5,1.9,,3780892.0,right,single,
1984,2,1.85,,183160.0,right,double,
1977,1,1.83,80000.0,1221403.0,right,,
1997,10,,,1128.0,,,
1989,5,1.74,,1476113.0,right,double,
1991,11,1.7,,126882.0,,,
1957,3,,,330606.0,,,
1984,4,1.8034,,149859.0,right,,
1990,3,1.65,,109129.0,left,double,
1981,9,,73936.8,96179.0,right,,
1992,3,,,41662.0,,,
1973,1,1.66,62000.0,537067.0,right,double,
1982,2,1.72,65000.0,1.6709074E7,right,double,
1980,1,1.8,,383259.0,right,double,
1997,4,,,9429.0,,,
1994,1,1.8288,,196377.0,left,double,
1985,1,,,161627.0,right,double,
1989,2,,,249856.0,right,double,
1968,10,1.68,,180351.0,right,,
1963,8,1.96,,1509018.0,right,,
1979,7,1.76,,333879.0,right,double,
1992,10,1.83,,54335.0,,,
1976,8,1.8034,,6287881.0,right,double,
1996,9,,,13569.0,,,
1991,6,,,109402.0,,,
1994,8,,,52373.0,right,double,
1984,4,1.74,,947916.0,right,double,
1997,3,,,5147.0,right,double,
1986,2,1.69,,150738.0,,,
1976,6,1.89,86410.8,2.2166338E7,right,double,
1977,6,1.73,,855778.0,right,double,
1967,5,1.8,77112.0,196324.0,right,,
1973,4,1.85,,1255648.0,right,double,
1976,2,,,117177.0,,,
1991,3,,,39884.0,,,
1965,10,,,212395.0,right,double,
1974,10,1.74,61000.0,514070.0,right,,
1973,8,1.524,,1.0026193E7,right,single,
1986,7,,,83988.0,,,
1991,5,,,82776.0,right,double,
1963,8,,,244383.0,left,,
1990,8,,,64422.0,left,double,
1995,12,,,39255.0,right,double,
1983,6,1.76,68000.0,91463.0,left,,
1989,2,1.68,62000.0,90027.0,right,double,
1983,2,,,11414.0,right,double,
1979,2,1.7,,41674.0,right,,
1981,2,1.8,,2.0070586E7,right,double,
1987,4,,,1080.0,,,
1991,9,,,93054.0,right,double,
1974,9,,,429102.0,right,,
1963,12,1.7,,3441604.0,right,single,
1969,4,,72576.0,158068.0,left,,
1996,5,1.7526,,247669.0,,,
1962,1,,,319712.0,,,
1985,1,1.75,,195248.0,right,double,
1981,3,1.63,,2333426.0,right,single,
1981,3,1.9,,513374.0,right,double,
1964,1,1.75,,113008.0,right,,
1989,11,,,120471.0,,,
1989,5,1.7,,169955.0,right,double,
1983,8,1.8,,3988958.0,right,double,
1975,3,,,534838.0,right,,
1963,4,1.74,,52945.0,right,,
1992,2,,,35305.0,right,single,
1985,6,1.98,,397622.0,right,double,
1974,10,1.8,,1635992.0,right,,
1995,8,1.78,,20987.0,left,double,
1996,6,,,32627.0,right,single,
1994,2,1.85,81194.4,794616.0,right,double,
1974,7,1.59,54000.0,260389.0,right,double,
1985,5,1.77,72000.0,4098421.0,right,double,double
1987,2,1.77,,8603907.0,left,double,
1984,4,,,60257.0,right,double,
1979,6,1.67,,2086943.0,left,double,
1984,1,,,15208.0,,,
1986,2,,,42123.0,left,double,
1986,6,,,30503.0,right,double,
1998,1,1.71,,50887.0,right,double,
1990,4,1.6256,,1248784.0,right,double,
1995,2,1.78,,3080062.0,right,double,
1995,4,,,11914.0,right,double,
1987,6,1.65,,69694.0,right,double,
1992,2,1.71,,524314.0,right,double,
1981,7,,,148682.0,right,double,
1997,12,1.71,,19729.0,,,
1978,11,1.84,66000.0,542889.0,right,,
1988,4,,,68610.0,right,double,
1976,10,,,57737.0,,,
1975,4,1.68,,4398582.0,right,double,
1978,5,,,91856.0,,,
1988,10,1.8,65000.0,2728810.0,right,double,
1967,1,1.85,,4545489.0,right,double,
1970,3,1.93,,5839451.0,right,double,
1976,5,1.88,89812.8,4537247.0,right,double,
1963,4,1.93,,134531.0,right,,
1979,3,1.67,,2065291.0,left,single,
1974,6,1.85,88000.0,6648471.0,,,
1992,4,,,5637.0,right,double,
1988,7,1.7,,102017.0,right,double,
1982,9,1.9,,33601.0,,,
1980,6,1.75,,593426.0,left,double,
1974,2,,,149702.0,,,
1973,3,1.75,,197170.0,right,double,
1982,12,,,63372.0,right,double,
1994,5,,,78881.0,,,
1984,1,1.83,,1255627.0,right,double,
1969,6,1.8034,79380.0,3239865.0,right,double,
1998,12,1.78,,1080.0,right,double,
1994,2,,,13168.0,right,double,
1991,1,1.78,,316417.0,right,double,
1991,3,,,33761.0,right,double,
1971,6,,,463765.0,right,,
1997,9,,,1204.0,left,double,
1985,11,1.8,,1068741.0,right,double,
1976,9,,,52259.0,right,double,
1994,8,1.62,,100831.0,right,double,
1964,4,1.73,,2107856.0,right,,
1956,4,1.78,,368780.0,right,single,
1949,2,1.78,,1398303.0,left,single,
1998,2,,,3485.0,right,double,
1991,1,,,37834.0,right,,
1967,2,1.73,,3244557.0,right,double,
1981,6,1.83,,1691549.0,right,double,
1994,4,1.91,,23022.0,right,double,
1980,1,1.93,90000.0,1.4373291E7,right,double,
1970,9,1.95,,2700665.0,right,single,
1962,6,,,204967.0,right,,
1977,3,1.81,,2207188.0,right,double,
1983,1,,,70565.0,right,,
1982,7,1.75,72000.0,2868172.0,right,double,
1997,5,,,25401.0,right,double,
1970,11,2.01,,6812693.0,right,double,
1984,7,1.74,,217109.0,right,double,
1986,4,1.9,77000.0,7377315.0,right,double,
1994,3,1.6,,83958.0,,,
1974,10,,76204.8,273659.0,right,,
1990,10,1.93,,80529.0,right,double,
1973,7,1.8,,328886.0,left,,
1989,1,1.93,,301621.0,right,,
1967,8,1.77,,2034890.0,right,single,
1962,3,1.7,,62670.0,right,,
1962,10,1.78,,276559.0,left,,
1983,9,2.03,87000.0,3223043.0,right,double,
1975,12,1.75,,9713771.0,left,double,
1973,12,,74844.0,47779.0,left,,
1996,6,,,7632.0,right,double,
1988,5,,,123138.0,right,double,
1981,1,1.88,,3432559.0,right,double,
1992,9,,,409616.0,right,single,
1981,9,1.88,,1745584.0,right,double,
1983,5,1.88,,210793.0,right,single,
1990,1,,,257483.0,right,double,
1985,6,1.83,,6678970.0,right,double,
1978,7,1.8,79000.0,1114707.0,right,single,
1993,7,1.524,,85026.0,right,double,
1964,3,1.85,,662335.0,left,,
1955,9,1.85,,330047.0,right,,
1972,12,1.83,,1835129.0,right,double,
1989,11,1.9,76000.0,162596.0,right,double,
1971,7,,,80965.0,right,,
1981,12,1.88,82000.0,7392041.0,right,double,
1987,11,,,179334.0,right,,
1982,1,1.75,,734010.0,right,double,
1982,12,1.72,,313300.0,,,
1991,12,1.91,,113816.0,right,double,
1976,6,,,59047.0,right,,
1987,11,,,1719720.0,right,double,
1987,4,1.82,,1110380.0,right,double,
1998,2,,,1124.0,left,double,
1983,9,,,357547.0,right,double,
1980,12,,,131854.0,right,,
1971,3,1.75,,793293.0,right,double,
1989,1,1.74,,65244.0,right,double,
1977,7,1.96,,1.1116245E7,right,single,
1993,6,,,41426.0,right,double,
1987,3,,,275919.0,right,double,
1993,4,,,51207.0,right,single,
1995,6,,,26226.0,right,double,
1989,1,1.85,,302395.0,right,double,
1982,2,,76204.8,128266.0,right,,
1995,6,,,25346.0,left,single,
1991,7,,,89116.0,right,double,
1986,8,1.62,,5709.0,right,,
1996,5,,,8477.0,right,single,
1996,4,1.65,,135421.0,right,single,
1987,1,,,361631.0,right,double,
1985,3,1.524,,213689.0,right,single,
1979,4,1.8034,,3975223.0,right,double,
1974,11,1.73,,546425.0,right,,
1978,1,1.6256,,1590412.0,right,double,
1959,7,1.77,,797197.0,right,single,
1990,5,1.71,,188913.0,,,
1991,9,1.524,58968.0,1454742.0,right,double,
1986,5,1.75,,464880.0,right,double,
1996,10,,,18397.0,,,
1982,10,1.78,,1484658.0,left,double,
1993,6,1.68,,75950.0,right,double,
1968,4,,,38798.0,,,
1969,6,,,163195.0,right,double,
1979,5,1.83,,213482.0,right,,
1964,5,1.8,,1041725.0,left,,
1966,6,1.8,,1154319.0,right,single,
1980,5,1.79,,535920.0,right,double,
1980,12,,,8433.0,,,
1980,7,1.93,,2643190.0,left,single,
1972,2,1.7526,72576.0,1.9145632E7,right,double,
1974,6,1.87,,601306.0,right,,
1973,2,1.8034,,756999.0,right,double,
1974,1,1.87,,1436104.0,right,double,
1964,7,,77112.0,59332.0,right,,
1982,3,1.85,,533475.0,right,single,
1989,11,1.83,,64787.0,right,double,
1989,8,1.9,74000.0,143401.0,right,single,
1998,1,1.85,,22714.0,right,double,
1980,7,1.76,,187860.0,right,double,
1978,5,1.7272,,2352870.0,right,double,
1984,11,1.88,,313148.0,left,,
1972,8,1.8034,,294371.0,right,,
1987,8,,,59583.0,right,,
1968,10,1.93,,1.2592483E7,right,single,
1970,12,1.9,,1114448.0,left,,
1987,10,1.8288,,388573.0,right,,
1965,2,1.9,,1646328.0,right,,
1980,12,1.85,75000.0,403300.0,right,double,
1992,12,1.68,,89797.0,right,double,
1980,3,1.76,,543500.0,right,double,
1989,10,,,64449.0,right,,
1979,10,1.8,,1508095.0,right,double,
1979,10,1.75,,842256.0,right,double,
1980,5,1.9,,8533350.0,left,single,
1989,1,1.77,,1923228.0,right,double,
1984,2,1.85,,1256778.0,right,single,
1979,4,1.85,,1159379.0,right,double,
1965,2,1.8034,74844.0,41971.0,right,,
1969,5,1.63,57000.0,406279.0,right,double,
1993,1,1.65,,829616.0,right,double,
1987,9,1.73,,14115.0,right,double,
1959,10,2.01,,1124730.0,right,single,
1992,12,,,41658.0,right,single,
1981,7,,,219717.0,right,,
1973,5,,,73220.0,right,,
1968,6,1.85,,125127.0,right,,
