year,month,height,weight,prize_money,dominant_hand,backhand,forehand
1986,2,1.88,84000.0,158739.0,right,double,
1981,9,1.77,72000.0,328980.0,left,single,
1974,5,,,623689.0,right,double,
1978,3,,,207531.0,right,,
1991,11,1.83,,71817.0,right,double,
1977,7,1.66,,876041.0,right,double,
1986,9,1.65,69000.0,15278.0,right,,
1984,3,1.92,,25848.0,right,,
1987,10,1.85,,178078.0,right,,
1971,1,1.87,75000.0,1.1632199E7,right,double,
1976,6,,,33135.0,right,,
1962,9,1.85,,2107745.0,right,single,
1968,1,1.7,,247706.0,right,,
1990,1,1.81,,69835.0,right,single,
1989,3,,,75825.0,right,double,
1984,7,,,33906.0,right,,
1979,5,1.85,,1206782.0,right,single,
1986,1,1.93,,4151744.0,right,single,
1989,8,1.71,,1143184.0,right,double,
1987,5,1.7,60500.0,5147581.0,right,double,
1962,10,1.93,,206224.0,right,,
1969,10,,,72239.0,right,,
1986,10,1.65,62000.0,67836.0,right,double,
1969,5,,,31407.0,right,single,
1990,12,1.63,,620967.0,right,double,
1978,2,,,37590.0,right,,
1968,12,1.524,,786504.0,right,double,
1992,10,1.75,70000.0,744404.0,right,double,
1984,7,1.7,66000.0,837930.0,right,single,
1996,1,,,6161.0,right,,
1989,4,,,75691.0,left,single,
1986,8,,,91153.0,right,double,
1946,6,1.8796,,1602565.0,right,,
1979,7,,,259703.0,right,double,
1983,4,1.73,64000.0,214908.0,right,double,
1976,6,1.7,,1662261.0,right,,
1958,1,1.88,93000.0,588880.0,right,single,
1987,12,1.54,,432640.0,right,double,double
1967,11,1.88,,1117112.0,right,double,
1994,9,,,2559.0,right,,
1972,4,1.72,,3688252.0,right,single,
1993,7,1.63,,39907.0,right,double,
1978,1,1.73,,1135876.0,right,double,
1974,5,1.85,,2121037.0,right,double,
1981,4,1.85,,1213267.0,right,double,
1983,7,1.83,,587223.0,left,double,
1965,7,,77112.0,930856.0,right,single,
1987,6,,,41535.0,,,
1991,9,1.68,60000.0,1.1193052E7,right,double,
1985,7,1.66,,84879.0,right,double,
1985,10,1.83,,4305267.0,right,single,
1963,8,1.8,,289230.0,right,,
1967,4,,,56529.0,,,
1983,5,1.73,,460823.0,right,double,
1976,9,1.93,82000.0,5192798.0,right,single,
1975,7,,,161196.0,left,,
1993,3,1.7,61000.0,3706201.0,right,double,
1963,7,1.98,,1450654.0,right,,
1994,11,,,4151.0,,,
1984,2,1.76,,2090487.0,right,double,
1998,11,,,43813.0,right,,
1988,7,,,100616.0,,,
1989,1,,,228694.0,right,double,
1992,2,1.6,,28185.0,,,
1999,12,,,2257.0,,,
1992,11,,,27731.0,right,double,
1985,2,1.8,73000.0,1419467.0,right,double,
1982,1,1.75,,406240.0,right,single,
1990,4,1.65,,26500.0,right,double,
1976,4,1.57,54000.0,730722.0,right,double,
1963,11,,,309669.0,,,
1986,3,1.77,,438917.0,right,single,
1981,2,1.7,,244824.0,right,,
1992,11,1.65,,32161.0,right,,
1990,4,1.76,59000.0,3096920.0,right,double,
1973,1,1.85,,42470.0,,,
1962,1,1.9,80000.0,66359.0,right,,
1990,3,1.82,72000.0,71038.0,right,double,
1946,12,1.9304,,1774811.0,right,single,
1985,3,1.83,,2.1155755E7,right,single,
1991,2,1.85,,67248.0,right,single,
1982,6,,,177556.0,,,
1966,1,1.88,77000.0,2.0630941E7,right,single,
1963,10,1.93,,105682.0,right,,
1977,1,1.75,,3074920.0,left,double,
1998,2,1.83,,81889.0,right,double,
1988,8,,,50066.0,right,double,
1983,4,,,86305.0,right,double,
1977,11,,,94427.0,right,double,
1990,3,1.68,,1583486.0,right,double,
1977,6,1.78,,694063.0,right,,
1981,1,,,99081.0,right,,
1995,4,1.88,,15290.0,right,double,
1971,6,1.85,,1657671.0,right,single,
1991,12,1.85,,81612.0,right,double,
1993,5,,,6860.0,right,double,
1969,6,1.76,,2.1895277E7,right,single,
1988,8,,,43855.0,right,double,
1960,4,,81648.0,19754.0,left,,
1987,1,1.8,,37245.0,right,double,
1982,4,,,195711.0,,,
1969,11,1.8,,570146.0,right,double,
1974,1,,,327938.0,,,
1990,2,1.67,,326854.0,right,double,
1984,3,,,39589.0,right,double,
1966,4,,66679.2,46689.0,right,,
1975,12,1.8,,1010831.0,right,single,
1970,8,,74844.0,560562.0,right,,
1970,10,1.8288,79380.0,484898.0,right,,
1984,3,1.77,,2213063.0,right,single,
1956,9,1.87,81000.0,1084664.0,right,single,
1959,3,,82555.2,162353.0,right,,
1989,12,1.88,,2189425.0,right,double,
1963,1,,81648.0,127632.0,right,,
1991,3,,,156819.0,right,,
1975,4,,,103377.0,right,,
1993,2,1.75,,4883.0,,,
1994,9,1.75,,93047.0,,,
1972,4,1.68,,2054352.0,left,double,
1969,7,1.7,,941566.0,,,
1980,8,,,183034.0,right,double,
1989,9,1.78,,6424542.0,right,double,
1965,6,,,277281.0,,,
1993,2,1.6,,20398.0,right,double,
1990,11,1.68,,193622.0,right,double,
1995,5,1.62,,279694.0,right,double,
1992,9,1.64,,96453.0,right,double,
1981,7,,,115240.0,,,
1987,10,1.93,,146625.0,right,double,
1991,6,1.62,,160977.0,right,double,
1986,1,,,52181.0,right,double,
1977,1,1.8,,257406.0,right,,
1992,1,1.88,,40783.0,right,double,
1987,10,1.94,98000.0,1434811.0,right,single,
1987,10,1.98,91000.0,6632989.0,right,double,
1993,1,,,176.0,right,single,
1983,4,1.905,,301995.0,right,double,
1995,2,1.8796,,276890.0,,,
1987,10,1.78,,173787.0,,,
1984,3,1.75,,1.5122126E7,right,double,
1963,3,,74844.0,754113.0,right,double,
1988,3,,,46738.0,left,double,
1988,1,1.75,,100613.0,right,double,
1988,6,,,77934.0,left,double,
1982,1,1.75,,397622.0,right,single,
1991,8,1.96,,23755.0,right,double,
1968,6,1.9,,487.129,left,,
1970,7,1.93,,3762442.0,right,double,
1965,2,1.69,,1314473.0,right,single,
1970,5,1.73,,382801.0,,,
1978,5,1.77,61000.0,770761.0,right,double,
1982,11,1.73,,261997.0,left,single,
1979,6,1.73,,664310.0,right,double,
1979,10,1.74,,136541.0,right,double,
1980,8,1.7,,305150.0,right,double,
1990,3,,,27321.0,left,double,
1997,11,1.55,,12918.0,,,
1985,10,,,19069.0,,,
1970,3,,,287310.0,,,
1992,1,1.72,,125555.0,right,double,
1985,10,1.67,,583310.0,right,double,
1972,4,1.76,68000.0,3782307.0,right,double,
1991,4,1.8,,61848.0,right,double,
1958,10,,,610261.0,,,
1986,4,1.61,,82455.0,right,,
1952,4,1.78,70000.0,1057783.0,right,single,
,,1.73,,5860694.0,right,double,
1988,7,1.78,,64537.0,right,double,
1994,8,1.66,,202297.0,left,double,
1983,5,1.7018,,70393.0,right,double,
1964,1,1.8288,81648.0,48554.0,left,,
1983,7,1.85,,268555.0,right,double,
1968,1,1.9,,52788.0,right,,
1971,4,1.8,,529583.0,left,,
1980,5,1.85,,1494264.0,right,double,
1967,8,,78472.8,72358.0,right,,
1967,6,1.93,,799723.0,left,,
1983,3,1.75,,908427.0,right,single,
1986,10,1.62,58000.0,902867.0,right,double,
1981,5,1.66,,1834827.0,right,double,
1988,9,,,82523.0,right,double,
1983,1,1.68,,143536.0,right,double,
1956,4,1.524,,878701.0,right,single,
1977,3,,,85177.0,right,,
1997,8,,,4120.0,right,double,
1983,10,1.84,80000.0,69629.0,right,double,
1987,1,1.7,,290257.0,left,double,
1981,10,1.75,,1019657.0,right,double,
1996,7,,,11125.0,,,
1985,10,1.7018,,238224.0,right,double,
1978,6,,,247569.0,right,double,
1964,6,,,117830.0,,,
1970,12,,,338369.0,right,,
1994,12,,,36150.0,right,double,
1976,8,1.78,,76231.0,right,,
1963,11,,,47687.0,,,
1980,9,,,23397.0,right,single,double
1985,6,1.74,73000.0,1.966209E7,right,double,
1992,9,,,56007.0,,,
1980,4,1.74,63000.0,1732746.0,left,double,
1959,11,1.73,,454347.0,left,single,
1977,7,1.77,,660386.0,right,double,
1995,9,,,15288.0,,,
1972,3,1.93,91000.0,376265.0,right,double,
1978,5,1.75,,8131804.0,right,double,
1973,4,1.82,79000.0,2879682.0,right,,
1977,10,1.82,,547906.0,right,double,
1979,8,1.72,,1149705.0,right,single,
1987,11,1.69,,1774712.0,right,double,
1994,6,,,2616.0,right,double,
1982,5,1.77,75000.0,581920.0,right,double,
1994,5,,,96587.0,left,double,
1988,9,1.93,,1543645.0,right,double,
1981,1,1.87,,1031961.0,right,single,
1966,8,1.83,70000.0,1255229.0,right,single,
1971,8,1.88,,525936.0,right,,
1962,4,,65772.0,34754.0,right,,
1963,7,1.77,,1058412.0,right,single,
1976,12,,88452.0,141621.0,right,,
1971,2,,,124133.0,left,,
1974,3,1.9,,1.0461641E7,right,double,
1989,5,1.73,70000.0,401939.0,right,double,
1963,9,1.9,77112.0,609935.0,right,,
1975,3,1.8,80000.0,7168029.0,right,double,
1987,6,,,11797.0,,,
1967,10,1.8,,1.2252511E7,left,single,
1980,3,,,110820.0,ambidextrous,,
1989,4,2.02,85000.0,264970.0,left,single,
1975,10,,,62659.0,right,,
1987,12,1.88,,4230761.0,left,double,
1993,1,1.88,,22828.0,right,double,
1994,1,,,42595.0,right,double,
1985,12,1.68,,43367.0,right,double,
1991,9,1.88,,29563.0,left,double,
1987,4,,,52836.0,right,,
1976,4,,,95519.0,right,,
1951,9,1.524,,1121880.0,right,single,
1974,9,1.85,,1.1635542E7,right,single,
1993,6,1.83,,4394.0,,,
1960,8,1.9,,2663672.0,right,single,
1987,11,,,67450.0,right,double,
1987,12,1.7526,,1300432.0,right,double,
1959,11,1.8034,,1289085.0,left,,
1997,4,,,2182.0,right,single,
1989,6,1.7,,3599755.0,right,double,
1981,6,1.85,76000.0,167767.0,right,double,
1981,10,,,68849.0,,,
1974,3,1.75,,868461.0,right,,
1986,4,,,25718.0,,,
1981,2,1.72,,932577.0,right,double,
1984,1,1.7,,145075.0,right,double,
1977,6,,,11782.0,,,
1994,7,,,10813.0,,,
1979,8,1.85,,95871.0,right,,
1986,5,1.78,,1945180.0,right,double,
1974,10,1.78,,306108.0,right,single,
1970,7,1.9812,93441.6,8254455.0,right,double,
1976,3,,,777545.0,right,,
1984,6,1.8,70000.0,301844.0,right,double,
1963,11,,,1420910.0,right,single,
1971,4,1.78,,1.0095245E7,right,single,
1982,2,,,93577.0,right,,
1958,10,,,139482.0,right,,
1992,2,,,19398.0,,,
1951,9,1.524,,889492.0,left,single,
1990,7,1.8,,31732.0,right,double,
1944,2,1.77,,1257200.0,right,single,
1972,7,1.83,70000.0,675139.0,right,,
1974,12,1.93,,977352.0,right,single,
1968,3,1.85,,671903.0,right,,
1980,9,,69854.4,215311.0,right,,
1981,11,,,379388.0,,,
1990,3,,,84978.0,right,double,
1990,9,,,32216.0,right,double,
1961,10,,,73152.0,right,,
1978,4,1.88,84000.0,1.3313605E7,right,single,
1973,6,1.8288,77112.0,793819.0,left,double,
1997,5,1.88,,89707.0,right,double,
1982,5,1.8,75000.0,1.2840068E7,right,single,
1982,1,,,185225.0,,,
1968,8,1.78,,3157584.0,right,double,
1993,4,,,58515.0,right,double,
1970,6,1.8,,335020.0,right,,
1985,9,1.96,,24.119,right,double,
1978,1,1.8,,721654.0,right,,
1976,1,1.77,,1395646.0,right,double,
1956,5,1.91,,3699738.0,right,single,
1991,12,1.73,,143671.0,right,double,
1958,4,,,307994.0,right,,
1958,6,1.78,,112557.0,right,,
1945,5,1.77,,529199.0,left,single,
1968,7,1.8288,72576.0,63641.0,left,,
1967,7,1.8,73000.0,242301.0,right,,
1998,5,,,31756.0,,,
1978,4,1.8,77000.0,194077.0,right,double,
1962,12,1.651,,2092380.0,right,double,
1980,8,1.85,79000.0,527632.0,right,,
1985,8,1.78,,946729.0,left,,
1955,8,1.78,,79423.0,left,,
1959,11,,,48323.0,,,
1977,8,1.85,77100.0,310312.0,right,,
1991,10,1.83,,50583.0,left,double,
1993,3,,,146669.0,right,double,
1977,9,,,384221.0,left,double,
1988,5,,,991.0,,,
1987,9,1.8,,3707338.0,right,double,
1988,9,1.96,,24143.0,right,double,
1989,1,,,48641.0,right,double,
1975,2,1.85,,656258.0,,,
1990,9,,,45268.0,right,double,
1973,4,1.72,,530572.0,right,double,
1993,5,1.79,,1863394.0,right,double,
1968,5,1.82,,378226.0,right,,
1990,8,1.78,,256918.0,right,double,
1989,4,,,5940.0,,,
1990,9,1.85,,61700.0,right,double,
1976,9,1.75,73000.0,716820.0,right,single,
1987,10,1.82,,90650.0,right,single,
1994,10,1.79,,14562.0,right,double,
1977,5,1.65,,3471304.0,right,double,
1992,8,1.74,,103828.0,left,double,
1997,6,,,228.0,,,
1990,12,1.65,,2376587.0,right,double,
1990,1,1.67,,148026.0,right,double,
1994,2,,,66668.0,,,
1996,5,1.71,,1202.0,,,
1992,8,1.63,68000.0,250467.0,right,double,
1977,5,1.75,,641324.0,right,double,
1993,1,1.91,76000.0,368218.0,right,double,
1977,6,1.72,,2661973.0,right,single,
1971,3,1.91,84000.0,190867.0,right,,
1988,3,,,36158.0,right,double,
1990,1,,,89790.0,,,
1988,1,1.75,,1923053.0,right,double,
1974,6,1.73,,153169.0,,,
1976,8,1.535,,1561661.0,right,double,
1982,12,1.73,,1148734.0,right,double,
1979,1,1.76,,1366302.0,right,double,
1987,8,1.72,,1362136.0,right,single,
1996,7,,,516.0,,,
1988,5,1.8,,1103688.0,right,double,
1981,4,1.88,88000.0,2563378.0,right,single,
1997,10,1.93,,168701.0,right,double,
1996,4,1.7,,472280.0,left,double,
1988,7,1.67,,794348.0,right,double,
1995,1,,,38044.0,right,double,
1995,5,,,37270.0,,,
1991,7,1.8796,,172897.0,right,double,
1980,6,,,122809.0,right,,
1988,3,1.68,,151315.0,right,double,
1988,4,1.82,,66785.0,right,double,
1994,10,,,69132.0,,,
1998,6,,,1049.0,,,
1990,11,1.73,,222390.0,,,
1994,10,1.76,,664637.0,,,
1955,11,1.8034,,84186.0,left,double,
1952,4,1.78,,776732.0,left,single,
1966,12,,,478579.0,,,
1978,12,1.7526,,275086.0,right,double,
1998,10,,,12630.0,right,double,
1984,9,,,240381.0,right,double,
1991,9,,,95011.0,right,double,
1985,5,1.88,83000.0,3448128.0,right,double,
1989,7,,,77644.0,right,,
1996,4,1.96,,664047.0,right,double,
1971,1,,,41298.0,,,
1966,7,1.83,,842211.0,right,,
1990,7,1.83,,353603.0,right,double,
1967,1,1.8,,274501.0,right,,
1992,12,,,81317.0,,,
1981,2,1.87,83000.0,301406.0,right,,
1990,12,1.77,,1838538.0,right,double,
1983,10,1.8,,366913.0,right,double,
1979,10,,,660547.0,right,,
1982,5,1.9,86000.0,4713037.0,right,double,
1977,3,1.8,,296663.0,right,,
1986,12,1.78,,48967.0,right,double,
1968,10,1.7272,,169985.0,,,
1989,3,,,24575.0,right,,
1980,5,,,72961.0,right,,
1984,8,,,97665.0,right,single,
1997,2,,,33949.0,,,
1993,6,1.63,,114120.0,right,double,
1982,6,,,33028.0,right,,
1998,3,,,858.0,,,
1996,5,,,10132.0,,,
1991,2,1.67,,323833.0,right,double,
1992,11,1.68,,194314.0,,,
1995,6,,,27507.0,right,double,
1988,2,,,126955.0,right,double,
1988,1,1.7,60000.0,158841.0,right,double,
1959,3,1.83,,408120.0,left,,
1992,12,,,40334.0,right,double,
1987,2,,,97567.0,,,
1981,1,,,369593.0,,,
1976,10,1.71,,139973.0,right,double,
1976,1,1.8,67000.0,345485.0,left,single,
1989,2,1.65,59000.0,3613583.0,right,double,
1989,9,1.69,,156071.0,right,double,
1993,1,,,24965.0,right,double,
1986,5,1.8,,3348124.0,left,double,
1990,6,1.93,,3551651.0,right,double,
1980,2,1.78,,256787.0,right,,
1987,11,1.69,,236168.0,right,double,
1967,12,1.8288,76204.8,353661.0,right,,
1980,6,1.8542,72500.0,3.2638857E7,right,double,
1986,10,1.8,,3184424.0,right,double,
1998,9,,,7125.0,,,
1984,9,1.72,59000.0,1.3512165E7,right,double,
1987,3,,,73261.0,right,double,
1986,12,1.81,,173512.0,,,
1997,4,,,37617.0,,,
1972,4,1.6,,410132.0,,,
1992,1,1.63,,313545.0,right,double,
1989,7,1.7,,880653.0,right,double,
1986,3,1.93,,27391.0,right,,
1954,7,2.0,102000.0,694304.0,left,single,
1992,9,,,88775.0,right,double,
1982,5,1.85,,614504.0,right,double,
1981,7,1.98,,4297051.0,right,single,
1983,5,1.85,,141950.0,right,,
1989,7,1.83,,2.6068236E7,right,double,
1994,10,,,37536.0,,,
1995,11,1.524,,249103.0,right,double,
1995,8,,,80170.0,,,
1991,5,1.68,,137523.0,right,double,
1997,1,,,16482.0,right,double,
1995,4,1.7,,52215.0,,,
1953,12,1.9304,86000.0,1331913.0,right,single,
1986,10,1.83,,47206.0,right,double,
1997,3,,,9792.0,right,double,
1990,9,1.92,,36143.0,right,double,
1986,2,1.93,,6117964.0,right,double,
1992,10,1.69,,175465.0,,,
1994,4,1.7,,65501.0,right,double,
1988,8,1.69,,586580.0,right,double,
1995,2,1.67,,51655.0,right,,
1998,5,1.8,,10020.0,,,
1988,10,,,32261.0,right,,
1974,5,,71215.2,114816.0,right,,
1981,3,,,148584.0,right,double,
1974,7,1.83,,5004680.0,right,double,
1986,1,1.73,,534647.0,left,,
1957,10,1.8034,,433522.0,right,,
1971,8,,,619300.0,left,,
1988,3,1.7,,134004.0,left,double,
1973,9,1.69,,6076081.0,right,single,
1955,1,1.73,,1183728.0,right,single,
1945,7,1.7018,61236.0,1542278.0,right,single,
1983,1,,,233925.0,right,double,
1983,5,1.73,,3280487.0,right,double,
1972,11,1.72,,159856.0,,,
1985,6,1.72,,76455.0,right,double,
1987,7,1.88,,125875.0,right,,
1990,8,1.8,,610572.0,right,double,double
1954,7,1.83,,2778748.0,right,single,
1989,8,,,9885.0,,,
1989,3,,,58434.0,right,double,
1968,5,1.75,,108548.0,right,,
1987,4,,,65063.0,right,double,
1978,4,1.8,,1309401.0,right,double,
1976,2,1.8288,79000.0,16656.0,right,single,
1978,5,1.65,,871239.0,right,double,
1993,4,,,28494.0,left,double,
1987,3,1.75,60000.0,63811.0,right,double,
1980,8,1.73,,1286742.0,right,single,
1955,10,1.93,,994408.0,right,single,
1969,8,,77112.0,204614.0,right,,
1963,5,,,3134718.0,right,single,
1985,1,,,86405.0,right,single,
1993,9,,,33582.0,right,,
1992,2,,,34150.0,right,double,
1992,1,1.74,,568380.0,right,double,
1973,10,1.7,,775006.0,right,double,
1994,4,,,330809.0,,,
1996,1,,,23212.0,right,double,
1993,2,,,12192.0,right,double,
1971,3,1.9,80000.0,3565838.0,left,single,
1973,11,1.7,70000.0,3300258.0,right,single,
1971,10,1.82,,9969617.0,right,double,
1985,11,1.8,,1097781.0,left,double,
1952,11,1.64,,2769024.0,right,single,
1974,4,1.87,,703610.0,right,double,
1989,4,,,109828.0,,,
1979,2,1.96,,2455112.0,right,single,
1979,3,1.9,90000.0,191751.0,left,double,
1986,8,,,34532.0,,,
1969,5,1.7,,823991.0,right,,
1952,8,1.82,,2725403.0,right,single,
1959,5,1.83,,213504.0,right,,
1976,3,1.78,,168313.0,right,,
1991,9,1.73,,427411.0,right,double,
1991,8,,,14555.0,right,double,
1980,11,1.73,46000.0,32187.0,right,,
1981,4,1.6,,549498.0,right,double,
1980,7,1.85,77000.0,5626935.0,right,double,
1992,9,1.75,,77619.0,,,
1991,4,,,59871.0,right,double,
1998,1,,,54128.0,,,
1988,8,,,503510.0,left,double,
1995,2,,,21514.0,right,double,
1994,8,,,187482.0,left,double,
1985,2,1.81,,78457.0,left,double,
1986,5,1.68,,398845.0,right,double,
1992,7,1.83,,365526.0,right,double,
1995,1,1.63,,818604.0,right,double,
1983,6,1.66,50000.0,820161.0,right,double,
1993,5,1.75,,58076.0,right,double,
1983,10,1.74,,872544.0,right,double,
1979,6,1.87,,719319.0,right,double,
1986,12,,,315569.0,left,double,
1990,3,1.6,,52137.0,left,double,
1978,8,1.83,,768327.0,right,,
1983,10,1.75,,1384838.0,right,double,
1992,8,,,34128.0,,,
1988,9,1.73,,672429.0,right,double,
1963,8,1.85,75000.0,287231.0,right,,
1984,11,1.71,55000.0,1977871.0,right,double,double
1992,2,1.68,,48605.0,right,double,
1991,3,1.78,,334765.0,right,double,
1995,2,,,139183.0,,,
1993,9,,,40698.0,right,double,
1989,10,1.83,,3770776.0,right,double,
1987,6,1.89,72000.0,310794.0,right,double,
1960,5,1.93,82000.0,3440660.0,right,single,
1993,3,,,42381.0,right,double,
1987,9,1.8,,4783748.0,right,double,
1988,5,1.78,,45952.0,right,double,
1992,8,,,182413.0,right,double,
1970,11,1.64,,1665152.0,right,double,
1997,11,,,21733.0,,,
1984,2,,,146080.0,right,double,
1974,2,1.9,84000.0,1.7467844E7,right,double,
1987,8,,,64969.0,left,,
1986,5,,,79854.0,right,double,
1973,9,1.75,64000.0,190990.0,right,,
1995,9,1.7,,317304.0,left,double,
1996,5,,,37211.0,,,
1988,7,1.81,,315681.0,right,double,
1971,9,1.93,,4002608.0,right,double,
1986,9,,,47391.0,right,double,
1980,3,1.8796,,381160.0,right,double,
1993,10,1.72,,1432049.0,right,double,
1975,1,,,47665.0,,,
1970,1,1.8,,45664.0,right,,
1981,8,1.85,83000.0,118412.0,right,double,
1990,1,,,196954.0,,,
1989,10,1.78,,153327.0,right,double,
1989,1,1.76,,1951942.0,right,double,
1996,4,1.9,,8513.0,right,double,
1994,8,1.79,,100359.0,right,double,
1990,7,1.88,,492946.0,right,,
1996,10,1.91,,24059.0,right,double,
1989,2,,,63439.0,left,double,
1983,7,1.64,,6157773.0,right,double,
1994,2,1.7,,1092277.0,right,double,
1991,2,,,171874.0,right,double,
1979,3,,,79836.0,right,double,
1994,1,,,208230.0,right,double,
1963,11,1.64,61200.0,4590816.0,right,single,
1981,4,1.73,,375640.0,right,double,
1992,2,1.7,,8071.0,,,
1977,4,,,92999.0,,,
1982,6,1.7,,418032.0,right,double,
1980,5,1.74,,879679.0,right,,
1979,8,,,71819.0,,,
1995,1,,,10987.0,left,double,
